task_id,plane_work_item_id,plane_issue_id,plane_project_id,project_key,title,description,task_type,required_stack,required_skills,complexity,priority,business_criticality,deadline_days,estimated_hours,dependencies_count,is_growth_task,source,created_at,updated_at
TASK-1639,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить фильтрацию задач по статусу — интеграции с Plane,"Расширить API задач фильтрами по статусу, приоритету и исполнителю. Контекст задачи: recommendation engine.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",2,urgent,4,49,31,8,False,synthetic,2024-12-29T00:00:00,2025-01-07T00:00:00
TASK-1640,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — модуля авторизации,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: model metrics.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,medium,3,54,40,8,False,synthetic,2026-01-30T00:00:00,2026-02-05T00:00:00
TASK-1641,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — экспорта данных,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: recommendation engine.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,low,2,7,25,0,False,synthetic,2024-05-25T00:00:00,2024-05-25T00:00:00
TASK-1642,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить безопасную обработку API token — аналитического dashboard,"Проверить, что Plane API token берётся из .env и не сохраняется в git. Контекст задачи: analytics.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,none,4,59,30,1,True,synthetic,2026-05-09T00:00:00,2026-05-26T00:00:00
TASK-1643,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Оптимизировать SQL-запросы в отчётах — модуля авторизации,Переписать тяжёлые запросы аналитики и добавить индексы для ускорения отчётов. Контекст задачи: billing.,database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,medium,2,53,47,7,False,synthetic,2026-04-06T00:00:00,2026-04-10T00:00:00
TASK-1644,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — экспорта данных,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: notifications.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",3,high,5,39,42,1,False,synthetic,2023-09-27T00:00:00,2023-10-05T00:00:00
TASK-1645,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить таблицу истории назначений — экспорта данных,"Подготовить структуру для хранения task_id, employee_id, outcome и quality metrics. Контекст задачи: recommendation engine.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",5,high,5,33,40,7,False,synthetic,2026-05-21T00:00:00,2026-06-08T00:00:00
TASK-1646,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить проверку Plane API token — ML-пайплайна,Сделать понятную диагностику ошибок авторизации и недоступности Plane API. Контекст задачи: billing.,api_integration,"[""FastAPI""]","{""API Design"": 3, ""FastAPI"": 3, ""Testing"": 2, ""documentation"": 2}",2,high,2,4,20,8,True,synthetic,2024-07-30T00:00:00,2024-08-19T00:00:00
TASK-1647,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Починить некорректный расчёт дедлайна — пайплайна рекомендаций,Исправить расчёт deadline_days для задач без target date и задач с просроченным сроком. Контекст задачи: model metrics.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",3,medium,4,55,30,6,False,synthetic,2023-01-04T00:00:00,2023-01-06T00:00:00
TASK-1648,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Добавить карточку рекомендации исполнителя — ML-пайплайна,"Показать top-3 кандидатов, score и краткое объяснение на странице задачи. Контекст задачи: model metrics.",frontend_feature,"[""React"", ""TypeScript"", ""Next.js"", ""HTML/CSS""]","{""HTML/CSS"": 3, ""Next.js"": 2, ""React"": 3, ""Testing"": 2, ""TypeScript"": 3}",2,medium,1,21,21,3,False,synthetic,2025-12-07T00:00:00,2025-12-27T00:00:00
TASK-1649,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить миграцию для хранения model scores — системы уведомлений,"Сохранять score модели, режим рекомендации и дату расчёта. Контекст задачи: billing.",database_migration,"[""PostgreSQL""]","{""PostgreSQL"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,high,4,46,43,1,False,synthetic,2025-04-15T00:00:00,2025-04-21T00:00:00
TASK-1650,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — пайплайна рекомендаций,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: team workload.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,high,4,11,38,6,False,synthetic,2024-01-07T00:00:00,2024-01-09T00:00:00
TASK-1651,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Провести ревизию auto-assignment — системы отчётов,"Убедиться, что автоматическое назначение выключено по умолчанию и требует threshold. Контекст задачи: dashboard.",security_task,[],"{""Security"": 4, ""System Design"": 3, ""Testing"": 3, ""risk_management"": 3}",4,medium,3,40,39,7,False,synthetic,2026-01-07T00:00:00,2026-01-19T00:00:00
TASK-1652,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Добавить endpoint для статистики команды — ML-пайплайна,"Реализовать backend endpoint, который возвращает агрегированную статистику по задачам и загрузке команды. Контекст задачи: auth.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,urgent,5,14,37,0,True,synthetic,2026-02-08T00:00:00,2026-02-27T00:00:00
TASK-1653,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Добавить экспорт аналитики в CSV — системы уведомлений,"Сформировать CSV-отчёт по задачам, рекомендациям, загрузке и рискам. Контекст задачи: analytics.",analytics_report,"[""PostgreSQL"", ""Python""]","{""Data Analysis"": 3, ""PostgreSQL"": 2, ""Python"": 2, ""documentation"": 2}",2,medium,2,3,36,8,False,synthetic,2023-11-15T00:00:00,2023-11-25T00:00:00
TASK-1654,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Реализовать JWT-авторизацию — системы отчётов,"Добавить login endpoint, refresh token flow, logout сценарий и защиту приватных endpoint-ов. Контекст задачи: notifications.",backend_feature,"[""Python"", ""FastAPI"", ""PostgreSQL""]","{""API Design"": 3, ""FastAPI"": 3, ""PostgreSQL"": 2, ""Python"": 3, ""Testing"": 2}",4,high,4,10,38,7,False,synthetic,2025-01-08T00:00:00,2025-01-29T00:00:00
TASK-1655,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Исправить падение API при пустом описании задачи — системы уведомлений,Добавить корректную обработку задач без description и покрыть сценарий тестом. Контекст задачи: team workload.,bugfix,[],"{""API Design"": 2, ""Monitoring"": 2, ""Testing"": 3}",1,low,1,13,19,7,False,synthetic,2025-02-03T00:00:00,2025-02-21T00:00:00
TASK-1656,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Добавить healthcheck для COMPASS API — системы отчётов,Настроить endpoint и проверку доступности backend-сервиса. Контекст задачи: reporting.,devops_task,"[""Docker""]","{""CI/CD"": 3, ""Docker"": 4, ""Monitoring"": 3, ""Security"": 2}",3,medium,2,15,36,1,False,synthetic,2023-03-29T00:00:00,2023-04-15T00:00:00
TASK-1657,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — модуля авторизации,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: data export.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",4,low,4,16,36,4,False,synthetic,2023-06-12T00:00:00,2023-06-18T00:00:00
TASK-1658,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — системы уведомлений,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: reporting.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,medium,1,21,1,5,True,synthetic,2026-02-08T00:00:00,2026-02-26T00:00:00
TASK-1659,,,e608e7ad-f4fe-401d-b0f3-5570e82f08ee,BACK,Разделить генератор данных на независимые шаги — интеграции с Plane,"Сделать генерацию сотрудников, задач и назначений независимой и воспроизводимой. Контекст задачи: data export.",refactoring,[],"{""System Design"": 3, ""Testing"": 3, ""code_review"": 3, ""documentation"": 2}",2,medium,1,47,30,6,False,synthetic,2024-11-04T00:00:00,2024-11-21T00:00:00
TASK-1660,,,50d969c6-ae4c-4afe-a8aa-33cdb478f787,TOOLS,Подготовить demo сценарии проекта — ML-пайплайна,"Описать fast_delivery, balanced_workload, growth и risk_minimization сценарии. Контекст задачи: model metrics.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",1,urgent,1,52,15,1,True,synthetic,2025-06-07T00:00:00,2025-06-26T00:00:00
TASK-1661,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Собрать датасет пар задача-сотрудник — модуля авторизации,"Построить training_pairs.parquet с task features, employee features, pair features и success_label. Контекст задачи: fairness analysis.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,low,5,53,37,2,False,synthetic,2024-11-15T00:00:00,2024-12-04T00:00:00
TASK-1662,,,cdbeb78a-e8d3-4277-ad9b-13d6b8e44dab,DATA,Реализовать baseline для сравнения с нейросетью — системы отчётов,"Собрать rule-based ranking, чтобы сравнивать ML-модель с понятной эвристикой. Контекст задачи: permissions.",ml_pipeline,"[""Python"", ""PyTorch""]","{""Data Analysis"": 3, ""Machine Learning"": 3, ""PyTorch"": 3, ""Python"": 4, ""data_pipelines"": 3}",5,medium,4,52,30,5,False,synthetic,2024-09-17T00:00:00,2024-10-07T00:00:00
TASK-1663,,,33832fc6-ade4-4ac0-a937-9ba70b0859d8,FRONT,Описать структуру synthetic data — ML-пайплайна,"Зафиксировать поля employees, tasks и assignments для будущих отчётов. Контекст задачи: ML pipeline.",documentation_task,[],"{""communication"": 2, ""documentation"": 4, ""ownership"": 2}",2,low,2,20,20,0,True,synthetic,2023-12-11T00:00:00,2023-12-16T00:00:00
